name,dimension,optimal_solution,ADASNOBFIT,ADAMISO,SNOBFIT,MISO,gap_ADASNOBFIT,gap_ADAMISO,gap_SNOBFIT,gap_MISO
graphpart_clique-70,210,0.0,0.0,0.0,289.0,1.0,0.0,0.0,289000000000.0,999999999.9999999
hadamard_4,16,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0
hadamard_5,25,-5.0,-3.0,-5.0,-3.0,-5.0,0.39999999992,0.0,0.39999999992,0.0
hadamard_6,36,-9.0,-8.0,-9.0,-5.0,-9.0,0.11111111109876542,0.0,0.4444444443950617,0.0
hadamard_7,49,-32.0,-5.0,-24.0,-6.0,-24.0,0.8437499999736329,0.24999999999218753,0.8124999999746094,0.24999999999218753
hadamard_8,64,-56.0,-9.0,-40.0,-7.0,-48.0,0.8392857142707271,0.28571428570918367,0.874999999984375,0.14285714285459183
hda,40,-172201.82,-172201.8125,-172201.8125,-172201.8125,-169871.375,4.355354668716554e-08,4.355354668716554e-08,4.355354668716554e-08,0.013533219335312445
heatexch_gen1,32,0.0,0.0,0.0,0.0,5.915051,0.0,0.0,0.0,5915051000.0
heatexch_gen2,43,1590.0125,1590.012451,1590.012451,8278.454102,41515.144531,3.0817367781663926e-08,3.0817367781663926e-08,4.20653397504472,25.10994852617504
heatexch_gen3,155,783.0181,783.018066,783.018066,40261.097656,93549.992188,4.342172936717768e-08,4.342172936717768e-08,50.417837794489785,118.47360116947684
heatexch_spec1,44,0.0024,0.0024,0.0024,185.99903899999998,19020382.0,0.0,0.0,77498.56729226363,7925155863.518392
heatexch_spec2,58,6.33,6.329954,6.329954,66622.0625,204521.15625,7.266982621318413e-06,7.266982621318413e-06,10523.812399601293,32308.81930769213
heatexch_spec3,230,3.0302,3.030207,3.030207,35902.691406,512423.0625,2.3100785419378883e-06,2.3100785419378883e-06,11847.29100196446,169104.36015144072
hmittelman,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hydroenergy1,96,-25513.2,-25513.199219,-25513.199219,-25513.199219,-25513.107422,3.061160506960791e-08,3.061160506960791e-08,3.061160506960791e-08,3.6286314535131676e-06
hydroenergy2,192,-40272.6,-40122.601562,-18117.394531,-40122.601562,12734.676758,0.003724577951261934,0.5501309940008703,0.003724577951261934,1.3162119346155623
hydroenergy3,336,-67395.6,-67395.601562,-67387.921875,-67395.601562,201220.046875,2.3176587052744745e-08,0.00011392620586515597,2.3176587052744745e-08,3.9856555453916274
ising2_5-300_5555,300,-8671450.0,-2437892.0,-7963602.0,-2622537.0,-8031230.0,0.7188599369194308,0.08162971590679757,0.6975664969526433,0.07383078954500111
jit1,25,-71999737962.9583,-71999979520.0,-71999979520.0,-71999979520.0,-71999922176.0,3.354971122624701e-06,3.354971122624701e-06,3.354971122624701e-06,2.5585237795871227e-06
lip,60,-320277.3522,-320272.96875,-320277.1875,-320277.1875,307622.5625,1.3686418880113964e-05,5.142417935319847e-07,5.142417935319847e-07,1.960488028225925
ndcc12,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ndcc12persp,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ndcc13,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ndcc13persp,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ndcc14,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ndcc14persp,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ndcc15,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ndcc15persp,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ndcc16,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ndcc16persp,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nous1,12,-1.7172,-1.704491,-0.602312,-1.704491,-0.21516500000000002,0.007401001626251502,0.6492476120141815,0.007401001626251502,0.8747000926655601
nous2,12,-1.7172,-1.21249,-0.869351,-1.704491,-0.21516500000000002,0.2939145118251138,0.49373922636050593,0.007401001626251502,0.8747000926655601
nvs01,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nvs02,3,5.9208,5.920786,5.920786,5.920786,5.920786,2.36454533134306e-06,2.36454533134306e-06,2.36454533134306e-06,2.36454533134306e-06
nvs03,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nvs04,2,0.72,2.12,2.12,10282.121094,50.319908,1.9444444417438276,1.9444444417438276,14279.72372183372,68.88876101543228
nvs05,4,0.674,0.674022,0.674022,7.814997,1.430717,3.264094950641772e-05,3.264094950641772e-05,10.594951022856154,1.122725517622069
nvs06,2,1.7703,2.434568,2.25679,9.312502,2.252,0.37522905700998194,0.2748065298114407,4.260408967824431,0.27210077372643
nvs07,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nvs08,3,16.008,16.008001,16.008001,16.008001,18.223372,6.246876567750422e-08,6.246876567750422e-08,6.246876567750422e-08,0.13839155421424354
nvs09,10,-43.1343,-43.134338,-43.134338,-43.134338,-43.134338,8.809694372123533e-07,8.809694372123533e-07,8.809694372123533e-07,8.809694372123533e-07
nvs10,2,-310.8,-310.799988,-310.799988,-310.799988,-308.399994,3.861003869532729e-08,3.861003869532729e-08,3.861003869532729e-08,0.007722027027002243
nvs11,3,-431.0,-431.0,-431.0,-431.0,-411.600006,0.0,0.0,0.0,0.045011587006856105
nvs12,4,-481.2,-480.200012,-25.6,-481.200012,-481.200012,0.0020781130507021932,0.9467996674959542,2.4937655915464243e-08,2.4937655915464243e-08
nvs13,5,-588.4,-588.400024,-588.400024,-588.400024,-573.0,4.078857928798755e-08,4.078857928798755e-08,4.078857928798755e-08,0.02617267165189294
nvs14,3,-40792.141,-40792.140625,-40792.140625,-40792.140625,-40792.140625,9.192947319426548e-09,9.192947319426548e-09,9.192947319426548e-09,9.192947319426548e-09
nvs15,3,0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,999999999.9999999
nvs16,2,0.7031,14.203125,14.203125,14.203125,14.203125,19.200718220451265,19.200718220451265,19.200718220451265,19.200718220451265
nvs17,7,-1104.0,-1104.0,-1090.0,-1104.0,-1099.0,0.0,0.012681159420278369,0.0,0.004528985507242274
nvs18,6,-782.0,-782.0,-782.0,-782.0,-780.200012,0.0,0.0,0.0,0.002301774936058418
nvs19,8,-1101.6,-1025.199951,-1076.0,-1100.400024,-1093.800049,0.06935371187357527,0.023238925199688336,0.00108930283224291,0.007080565541024768
nvs20,16,46.0,46.0,46.0,299137952.0,147947.40625,0.0,0.0,6502997.95638037,3215.2479618866255
nvs21,3,-25728000.0,-25728002.0,-25728002.0,-25728002.0,-23666028.0,7.77363184079602e-08,7.77363184079602e-08,7.77363184079602e-08,0.08014505597014926
nvs22,4,1.8264,1.8263599999999998,1.8263599999999998,18.397011,5.14049,2.1901007434494656e-05,2.1901007434494656e-05,9.072826867568535,1.8145477432027222
nvs23,9,-1128.8,-282.199982,-21.4,-1127.599976,-1127.199951,0.750000015945473,0.9810418143152188,0.0010630970942584353,0.0014174778525854728
nvs24,10,-1034.0,-0.00015,-786.200012,-1022.2000119999999,886.599976,0.9999998549313346,0.2396518259185303,0.01141198065762929,1.85744678529801
oaer,9,-11000.0,-11000.0,-11000.0,-11000.0,-7409.217285,0.0,0.0,0.0,0.3264347922726976
pedigree_ex485,426,-165748.01,-165748.015625,-165748.015625,-165748.015625,-165748.015625,3.3937058976978006e-08,3.3937058976978006e-08,3.3937058976978006e-08,3.3937058976978006e-08
pedigree_ex485_2,426,-165748.01,-165748.015625,-165748.015625,-165748.015625,-165748.015625,3.3937058976978006e-08,3.3937058976978006e-08,3.3937058976978006e-08,3.3937058976978006e-08
pedigree_sim400,150,-6474.57,-6474.569824,-6474.569824,-6474.569824,-6474.569824,2.718327233401068e-08,2.718327233401068e-08,2.718327233401068e-08,2.718327233401068e-08
pedigree_sp_top4_300,473,-162326.56,-162326.5625,-162326.5625,-162326.5625,-162326.5625,1.5401053298537782e-08,1.5401053298537782e-08,1.5401053298537782e-08,1.5401053298537782e-08
pedigree_sp_top4_350tr,262,-102538.52,-102538.523438,-102538.523438,-102538.523438,-102538.523438,3.352886310171706e-08,3.352886310171706e-08,3.352886310171706e-08,3.352886310171706e-08
prob02,6,-183000.0,-183000.0,-183000.0,-183000.0,-183000.0,0.0,0.0,0.0,0.0
prob10,2,0.0,0.00032,0.000526,0.000346,0.0012699999999999999,320000.0,526000.0,346000.0,1269999.9999999998
procsel,9,-11.0,-10.999999,-10.999999,-11.0,2976.225098,9.090909083279004e-08,9.090909083279004e-08,0.0,271.5659179753122
qap,225,0.0,0.0,0.0,56466.0,0.0,0.0,0.0,56466000000000.0,0.0
qapw,450,-225000.0,-191009.5625,-68417.765625,-171401.796875,-68267.734375,0.15106861111111045,0.6959210416666636,0.23821423611111006,0.6965878472222191
qspp_0_10_0_1_10_1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qspp_0_11_0_1_10_1,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qspp_0_12_0_1_10_1,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qspp_0_13_0_1_10_1,312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qspp_0_14_0_1_10_1,364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ringpack_10_1,50,-92.1259,-92.125854,-92.125854,-92.125854,-92.125854,4.993166959242589e-07,4.993166959242589e-07,4.993166959242589e-07,4.993166959242589e-07
ringpack_10_2,60,-100.8188,-100.81884000000001,-100.81884000000001,-100.81884000000001,-100.81884000000001,3.967513996625609e-07,3.967513996625609e-07,3.967513996625609e-07,3.967513996625609e-07
ringpack_20_1,175,-335.8921,-335.89205899999996,-335.89205899999996,-335.89205899999996,-335.89205899999996,1.2206300793288423e-07,1.2206300793288423e-07,1.2206300793288423e-07,1.2206300793288423e-07
ringpack_20_2,195,-348.4818,-348.48175,-348.48175,-348.48175,-348.48175,1.4347951613010755e-07,1.4347951613010755e-07,1.4347951613010755e-07,1.4347951613010755e-07
ringpack_20_3,213,-354.7711,-354.771057,-354.771057,-354.771057,-354.771057,1.2120491213912596e-07,1.2120491213912596e-07,1.2120491213912596e-07,1.2120491213912596e-07
ringpack_30_1,373,-733.4246,-733.424561,-733.424561,-733.424561,-733.424561,5.3175200307118313e-08,5.3175200307118313e-08,5.3175200307118313e-08,5.3175200307118313e-08
ringpack_30_2,403,-751.4123,-751.412292,-751.412292,-751.412292,-751.412292,1.0646618347598643e-08,1.0646618347598643e-08,1.0646618347598643e-08,1.0646618347598643e-08
rsyn0805h,45,-35533.0,-35533.0,-35533.0,-35533.0,66553.921875,0.0,0.0,0.0,2.8730172480510268
rsyn0805hfsg,45,-35533.0,-35533.0,-35533.0,-35533.0,66553.921875,0.0,0.0,0.0,2.8730172480510268
rsyn0805m,45,-35533.0,-35533.0,-35533.0,-35533.0,66553.921875,0.0,0.0,0.0,2.8730172480510268
rsyn0805m02h,92,-190100.0,-190100.0,-190100.0,-190100.0,154226.15625,0.0,0.0,0.0,1.8112896173066713
rsyn0805m02hfsg,92,-190100.0,-190100.0,-190100.0,-190100.0,154226.15625,0.0,0.0,0.0,1.8112896173066713
rsyn0805m02m,92,-190100.0,-190100.0,-190100.0,-190100.0,154226.15625,0.0,0.0,0.0,1.8112896173066713
rsyn0805m03h,138,-282485.0,-282485.0,-282485.0,-282485.0,-278395.75,0.0,0.0,0.0,0.014475989875568564
rsyn0805m03hfsg,138,-282485.0,-282485.0,-282485.0,-282485.0,-278395.75,0.0,0.0,0.0,0.014475989875568564
rsyn0805m03m,138,-282485.0,-282485.0,-282485.0,-282485.0,-278395.75,0.0,0.0,0.0,0.014475989875568564
rsyn0805m04h,184,-251809.0,-251809.0,-251504.484375,-251809.0,-251626.0,0.0,0.0012093119189544408,0.0,0.0007267412999535334
rsyn0805m04hfsg,184,-251809.0,-251809.0,-251809.0,-251809.0,-178072.6875,0.0,0.0,0.0,0.2928263584701091
rsyn0805m04m,184,-251809.0,-251809.0,-251595.859375,-251809.0,-213960.65625,0.0,0.0008464376769694458,0.0,0.15030576250253108
rsyn0810h,53,-35555.0,-35555.0,-35555.0,-35555.0,-35555.0,0.0,0.0,0.0,0.0
rsyn0810hfsg,53,-35555.0,-35555.0,-35555.0,-35555.0,-35555.0,0.0,0.0,0.0,0.0
rsyn0810m,53,-35555.0,-35555.0,-35555.0,-35555.0,-35555.0,0.0,0.0,0.0,0.0
rsyn0810m02h,108,-190150.0,-190150.0,-190150.0,-190150.0,-155284.21875,0.0,0.0,0.0,0.18335935445700668
rsyn0810m02hfsg,108,-190150.0,-190150.0,-190150.0,-190150.0,-155284.21875,0.0,0.0,0.0,0.18335935445700668
rsyn0810m02m,108,-190150.0,-190150.0,-190150.0,-190150.0,-155284.21875,0.0,0.0,0.0,0.18335935445700668
rsyn0810m03h,162,-282554.0,-282554.0,-4616.803711,-282554.0,-251801.03125,0.0,0.9836604553076546,0.0,0.10883926169864837
rsyn0810m03hfsg,162,-282554.0,-282554.0,-5692.11377,-282554.0,-251801.03125,0.0,0.9798547754765426,0.0,0.10883926169864837
rsyn0810m03m,162,-282554.0,-282554.0,-5751.205078,-282554.0,-251801.03125,0.0,0.9796456426806875,0.0,0.10883926169864837
rsyn0810m04h,216,-251905.0,-251905.0,-54286.742188,-251905.0,-174478.296875,0.0,0.7844951779917001,0.0,0.3073646935352601
rsyn0810m04hfsg,216,-251905.0,-251905.0,-58688.453125,-251905.0,-192438.921875,0.0,0.7670214837934906,0.0,0.23606549343998637
rsyn0810m04m,216,-251905.0,-251905.0,-79171.539062,-251905.0,-174478.296875,0.0,0.6857087431293516,0.0,0.3073646935352601
rsyn0815h,57,-35560.0,-35560.0,-35560.0,-35560.0,-35559.859375,0.0,0.0,0.0,3.954583802024636e-06
rsyn0815hfsg,57,-35560.0,-35560.0,-35560.0,-35560.0,-35559.859375,0.0,0.0,0.0,3.954583802024636e-06
rsyn0815m,57,-35560.0,-35560.0,-35560.0,-35560.0,-35559.859375,0.0,0.0,0.0,3.954583802024636e-06
rsyn0815m02h,122,-190695.0,-190695.0,-190695.0,-190695.0,-183576.28125,0.0,0.0,0.0,0.037330390151812914
rsyn0815m02hfsg,122,-190695.0,-190695.0,-190695.0,-190695.0,-183576.28125,0.0,0.0,0.0,0.037330390151812914
rsyn0815m02m,122,-190695.0,-190695.0,-190695.0,-190695.0,-183576.28125,0.0,0.0,0.0,0.037330390151812914
rsyn0815m03h,183,-283324.0,-283324.0,-283324.0,-283324.0,-278086.75,0.0,0.0,0.0,0.0184850206830342
rsyn0815m03hfsg,183,-283324.0,-283324.0,-283324.0,-283324.0,-273110.21875,0.0,0.0,0.0,0.03604982722960273
rsyn0815m03m,183,-283324.0,-283324.0,-283324.0,-283324.0,-273110.21875,0.0,0.0,0.0,0.03604982722960273
rsyn0815m04h,244,-369108.0,-369108.0,-64239.81640599999,-369108.0,-289988.90625,0.0,0.8259592953661237,0.0,0.21435215099645574
rsyn0815m04hfsg,244,-369108.0,-369108.0,-70219.414062,-369108.0,-289988.90625,0.0,0.8097591651711673,0.0,0.21435215099645574
rsyn0815m04m,244,-369108.0,-369108.0,-54603.90625,-369108.0,-289988.90625,0.0,0.8520652322626417,0.0,0.21435215099645574
rsyn0820h,65,-78580.0,-78580.0,-78580.0,-78580.0,-73599.75,0.0,0.0,0.0,0.06337808602697806
rsyn0820hfsg,65,-78580.0,-78580.0,-78580.0,-78580.0,-73599.75,0.0,0.0,0.0,0.06337808602697806
rsyn0820m,65,-78580.0,-78580.0,-78580.0,-78580.0,-73599.75,0.0,0.0,0.0,0.06337808602697806
rsyn0820m02h,138,-190736.0,-190736.0,-190736.0,-190736.0,-147995.25,0.0,0.0,0.0,0.22408328789530962
rsyn0820m02hfsg,138,-190736.0,-190736.0,-190736.0,-190736.0,-147995.25,0.0,0.0,0.0,0.22408328789530962
rsyn0820m02m,138,-190736.0,-190736.0,-190736.0,-190736.0,-147995.25,0.0,0.0,0.0,0.22408328789530962
rsyn0820m03h,207,-283381.0,-283381.0,-91220.90625,-283381.0,-243014.84375,0.0,0.6780980155691431,0.0,0.1424448225180935
rsyn0820m03hfsg,207,-283381.0,-283381.0,-92260.578125,-283381.0,-248659.65625,0.0,0.6744292026459054,0.0,0.12252530603674869
rsyn0820m03m,207,-283381.0,-283381.0,-184375.78125,-283381.0,-223106.65625,0.0,0.3493714072220779,0.0,0.21269719476605625
rsyn0820m04h,276,-369182.0,-369182.0,-18435.125,-369182.0,-288572.5625,0.0,0.9500649408692706,0.0,0.21834606643877488
rsyn0820m04hfsg,276,-369182.0,-369182.0,-16271.708984,-369182.0,-288572.5625,0.0,0.9559249665910012,0.0,0.21834606643877488
rsyn0820m04m,276,-369182.0,-369182.0,-248450.03125,-369182.0,-338042.78125,0.0,0.32702560999723623,0.0,0.08434652488474496
rsyn0830h,86,-79056.0,-79056.0,-79056.0,-79056.0,-73949.867188,0.0,0.0,0.0,0.06458880808540694
rsyn0830hfsg,86,-79056.0,-79056.0,-79056.0,-79056.0,-73949.867188,0.0,0.0,0.0,0.06458880808540694
rsyn0830m,86,-79056.0,-79056.0,-79056.0,-79056.0,-73949.867188,0.0,0.0,0.0,0.06458880808540694
rsyn0830m02h,172,-190896.0,-190896.0,-5354.996582,-190896.0,-183643.265625,0.0,0.9719480943445595,0.0,0.03799311863527765
rsyn0830m02hfsg,172,-190896.0,-190896.0,-90873.898438,-190896.0,-183643.265625,0.0,0.523961222665742,0.0,0.03799311863527765
rsyn0830m02m,172,-190896.0,-190896.0,-5431.060547,-190896.0,-183643.265625,0.0,0.9715496367288945,0.0,0.03799311863527765
rsyn0830m03h,258,-283626.0,-283626.0,-39077.511719,-283626.0,-36130.671875,0.0,0.8622216872959431,0.0,0.8726115663761402
rsyn0830m03hfsg,258,-283626.0,-283626.0,-189415.3125,-283626.0,-211949.28125,0.0,0.3321652017092921,0.0,0.2527156140480765
rsyn0830m03m,258,-283626.0,-283626.0,-55203.30859400001,-283626.0,-199879.671875,0.0,0.8053658388370573,0.0,0.2952702789060231
rsyn0830m04h,344,-369518.0,-369518.0,-25089.804688,-369518.0,638643.75,0.0,0.9321012651941153,0.0,2.728315670684506
rsyn0830m04hfsg,344,-369518.0,-369518.0,-8500.291016,-369518.0,638643.75,0.0,0.9769962734805857,0.0,2.728315670684506
rsyn0830m04m,344,-369518.0,-369518.0,-138520.046875,-369518.0,638643.75,0.0,0.6251331548801394,0.0,2.728315670684506
rsyn0840h,101,-79259.0,-79259.0,-79259.0,-79259.0,-78920.148438,0.0,0.0,0.0,0.004275243972293265
rsyn0840hfsg,101,-79259.0,-79259.0,-79259.0,-79259.0,-79062.921875,0.0,0.0,0.0,0.0024738909776807366
rsyn0840m,101,-79259.0,-79259.0,-79259.0,-79259.0,-78920.148438,0.0,0.0,0.0,0.004275243972293265
rsyn0840m02h,202,-190537.0,-190537.0,-189872.0,-190537.0,-175594.703125,0.0,0.003490135774154083,0.0,0.07842202236311017
rsyn0840m02hfsg,202,-190537.0,-190537.0,-190517.875,-190537.0,-162605.25,0.0,0.00010037420553488247,0.0,0.1465948870822982
rsyn0840m02m,202,-190537.0,-190537.0,-190525.734375,-190537.0,-162605.25,0.0,5.912565538451819e-05,0.0,0.1465948870822982
rsyn0840m03h,303,-202138.0,-202138.0,-1501.894043,-202138.0,-138011.796875,0.0,0.9925699569452503,0.0,0.3172397229862752
rsyn0840m03hfsg,303,-202138.0,-202138.0,-6823.563477,-202138.0,-138011.796875,0.0,0.9662430444696151,0.0,0.3172397229862752
rsyn0840m03m,303,-202138.0,-202138.0,-8579.257812,-202138.0,-138011.796875,0.0,0.9575574220977702,0.0,0.3172397229862752
rsyn0840m04h,404,-368695.0,-368695.0,-9730.508789,-368695.0,21218.894531,0.0,0.973608243157621,0.0,1.0575513487598123
rsyn0840m04hfsg,404,-368695.0,-368695.0,-23165.162109,-368695.0,21218.894531,0.0,0.9371698501227276,0.0,1.0575513487598123
rsyn0840m04m,404,-368695.0,-368695.0,-9599.932617,-368695.0,21218.894531,0.0,0.973962400854362,0.0,1.0575513487598123
sep1,10,-3250.0,-3250.0,-3250.0,-3249.999268,-3019.757568,0.0,0.0,2.2523076922173594e-07,0.07084382523074743
sepasequ_convent,81,0.0,0.0,0.0,1.986054,10.702127,0.0,0.0,1986053999.9999998,10702127000.0
smallinvDAXr1b010-011,30,0.0,0.0,0.0,39599.902344,48.658962,0.0,0.0,39599902344000.0,48658962000.0
smallinvDAXr1b020-022,30,0.0,0.0,0.0,39599.902344,64.35627,0.0,0.0,39599902344000.0,64356269999.99999
smallinvDAXr1b050-055,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr1b100-110,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr1b150-165,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr1b200-220,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr2b010-011,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr2b020-022,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr2b050-055,30,0.0,0.0,0.0,39599.902344,64.35627,0.0,0.0,39599902344000.0,64356269999.99999
smallinvDAXr2b100-110,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr2b150-165,30,0.0,0.0,0.0,39599.902344,64.35627,0.0,0.0,39599902344000.0,64356269999.99999
smallinvDAXr2b200-220,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr3b010-011,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr3b020-022,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr3b050-055,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr3b100-110,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr3b150-165,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr3b200-220,30,0.0,0.0,0.0,39599.902344,64.35627,0.0,0.0,39599902344000.0,64356269999.99999
smallinvDAXr4b010-011,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr4b020-022,30,0.0,0.0,0.0,39599.902344,64.35627,0.0,0.0,39599902344000.0,64356269999.99999
smallinvDAXr4b050-055,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr4b100-110,30,0.0,0.0,0.0,39599.902344,64.35627,0.0,0.0,39599902344000.0,64356269999.99999
smallinvDAXr4b150-165,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr4b200-220,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr5b010-011,30,0.0,0.0,0.0,39599.902344,64.35627,0.0,0.0,39599902344000.0,64356269999.99999
smallinvDAXr5b020-022,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr5b050-055,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr5b100-110,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr5b150-165,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvDAXr5b200-220,30,0.0,0.0,0.0,39599.902344,108.11187,0.0,0.0,39599902344000.0,108111869999.99998
smallinvSNPr1b010-011,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr1b020-022,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr1b050-055,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr1b100-110,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr1b150-165,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr1b200-220,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr2b010-011,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr2b020-022,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr2b050-055,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr2b100-110,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr2b150-165,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr2b200-220,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr3b010-011,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr3b020-022,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr3b050-055,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr3b100-110,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr3b150-165,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr3b200-220,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr4b010-011,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr4b020-022,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr4b050-055,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr4b100-110,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr4b150-165,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr4b200-220,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr5b010-011,100,-0.0,0.0,0.0,1104451.0,9430.1875,0.0,0.0,1104450999999999.9,9430187500000.0
smallinvSNPr5b020-022,100,-0.0,0.0,0.0,1104451.0,11352.78125,0.0,0.0,1104450999999999.9,11352781250000.0
